name;proddate;idno;cntry;trstlgl;trstplc;trstplt;trstsci;lrscale;gincdif;imwbcnt;ccrdprs
ESS10e03_3;2122025;10488;FI;2;9;5;9;5;1;5;3
ESS10e03_3;2122025;10490;FI;9;9;5;9;6;3;8;9
ESS10e03_3;2122025;10542;FI;9;9;6;8;5;4;5;8
ESS10e03_3;2122025;10552;FI;5;3;4;8;0;1;5;8
ESS10e03_3;2122025;10557;FI;9;9;6;10;6;2;5;88
ESS10e03_3;2122025;10561;FI;10;9;8;9;9;4;9;9
ESS10e03_3;2122025;10566;FI;5;5;5;8;4;2;8;0
ESS10e03_3;2122025;10573;FI;4;7;2;6;1;2;4;6
ESS10e03_3;2122025;10574;FI;8;9;7;8;2;2;8;6
ESS10e03_3;2122025;10575;FI;8;8;4;8;5;2;5;9
ESS10e03_3;2122025;10580;FI;7;9;4;6;10;3;5;10
ESS10e03_3;2122025;10598;FI;10;10;10;10;9;5;5;10
ESS10e03_3;2122025;10599;FI;8;9;2;8;8;1;8;5
ESS10e03_3;2122025;10616;FI;9;9;8;9;4;4;5;10
ESS10e03_3;2122025;10627;FI;8;8;6;9;1;1;5;10
ESS10e03_3;2122025;10634;FI;9;9;7;7;1;2;8;9
ESS10e03_3;2122025;10640;FI;9;10;7;10;8;4;5;10
ESS10e03_3;2122025;10648;FI;4;4;4;6;1;1;8;9
ESS10e03_3;2122025;10664;FI;9;9;5;9;5;2;5;10
ESS10e03_3;2122025;10684;FI;2;6;5;7;2;1;7;0
ESS10e03_3;2122025;10687;FI;9;9;6;8;8;3;7;8
ESS10e03_3;2122025;10699;FI;6;7;5;7;6;2;3;4
ESS10e03_3;2122025;10703;FI;7;8;4;8;6;2;3;2
ESS10e03_3;2122025;10712;FI;10;10;8;9;7;2;7;9
ESS10e03_3;2122025;10724;FI;8;9;4;8;4;2;7;7
ESS10e03_3;2122025;10735;FI;8;8;6;8;2;2;5;9
ESS10e03_3;2122025;10766;FI;8;9;6;7;8;3;6;7
ESS10e03_3;2122025;10783;FI;9;7;6;9;1;1;9;10
ESS10e03_3;2122025;10784;FI;9;9;6;8;7;3;6;10
ESS10e03_3;2122025;10795;FI;8;9;6;9;2;2;5;7
ESS10e03_3;2122025;10812;FI;6;9;4;9;7;1;4;8
ESS10e03_3;2122025;10828;FI;8;8;6;7;6;2;5;9
ESS10e03_3;2122025;10865;FI;6;8;4;9;5;5;5;8
ESS10e03_3;2122025;10875;FI;8;9;2;7;8;1;2;7
ESS10e03_3;2122025;10892;FI;6;6;7;8;5;2;5;8
ESS10e03_3;2122025;10897;FI;2;10;2;8;5;1;3;6
ESS10e03_3;2122025;10901;FI;2;3;3;4;5;3;4;6
ESS10e03_3;2122025;10908;FI;9;9;7;9;8;3;6;8
ESS10e03_3;2122025;10913;FI;9;9;7;9;10;1;7;7
ESS10e03_3;2122025;10928;FI;6;8;6;8;5;2;9;7
ESS10e03_3;2122025;10958;FI;9;8;7;8;6;3;9;9
ESS10e03_3;2122025;10974;FI;7;7;4;5;8;3;7;6
ESS10e03_3;2122025;10998;FI;7;10;8;5;2;2;2;6
ESS10e03_3;2122025;11021;FI;9;9;6;9;8;4;6;8
ESS10e03_3;2122025;11039;FI;10;10;7;8;3;8;6;10
ESS10e03_3;2122025;11047;FI;10;10;6;8;9;1;7;6
ESS10e03_3;2122025;11058;FI;7;8;7;7;8;2;5;8
ESS10e03_3;2122025;11065;FI;7;8;4;3;77;1;5;4
ESS10e03_3;2122025;11070;FI;9;9;6;8;8;4;7;7
ESS10e03_3;2122025;11105;FI;8;9;6;9;7;2;5;7
ESS10e03_3;2122025;11120;FI;3;8;5;7;1;2;8;8
ESS10e03_3;2122025;11128;FI;9;10;8;10;6;3;9;9
ESS10e03_3;2122025;11130;FI;6;9;4;10;2;1;5;7
ESS10e03_3;2122025;11131;FI;1;9;0;0;6;1;3;0
ESS10e03_3;2122025;11135;FI;7;7;5;8;0;1;9;8
ESS10e03_3;2122025;11139;FI;6;8;4;8;8;1;4;5
ESS10e03_3;2122025;11146;FI;8;9;8;9;6;4;7;1
ESS10e03_3;2122025;11164;FI;5;9;3;8;6;2;4;6
ESS10e03_3;2122025;11174;FI;8;9;5;6;5;2;5;8
ESS10e03_3;2122025;11183;FI;9;9;8;9;6;2;7;7
ESS10e03_3;2122025;11195;FI;9;9;8;9;8;3;8;9
ESS10e03_3;2122025;11205;FI;7;8;5;7;8;3;7;7
ESS10e03_3;2122025;11216;FI;8;9;6;9;3;1;7;7
ESS10e03_3;2122025;11227;FI;10;10;7;6;8;3;3;1
ESS10e03_3;2122025;11232;FI;7;10;3;9;8;2;3;8
ESS10e03_3;2122025;11237;FI;6;6;3;8;5;2;7;5
ESS10e03_3;2122025;11251;FI;8;8;8;10;10;4;5;3
ESS10e03_3;2122025;11269;FI;8;9;7;9;4;2;8;9
ESS10e03_3;2122025;11271;FI;9;9;7;9;5;2;9;8
ESS10e03_3;2122025;11298;FI;8;9;3;8;5;2;6;6
ESS10e03_3;2122025;11328;FI;8;9;7;9;5;3;5;7
ESS10e03_3;2122025;11365;FI;8;9;5;9;5;1;3;8
ESS10e03_3;2122025;11368;FI;9;8;5;9;8;3;6;7
ESS10e03_3;2122025;11375;FI;6;8;2;6;7;1;4;6
ESS10e03_3;2122025;11386;FI;3;8;2;7;5;1;4;5
ESS10e03_3;2122025;11387;FI;10;10;8;10;9;2;5;9
ESS10e03_3;2122025;11422;FI;9;9;7;8;9;2;5;8
ESS10e03_3;2122025;11424;FI;10;10;6;9;9;1;9;10
ESS10e03_3;2122025;11429;FI;7;10;7;9;9;4;5;7
ESS10e03_3;2122025;11431;FI;10;10;8;9;7;3;5;0
ESS10e03_3;2122025;11432;FI;10;8;7;7;8;3;6;8
ESS10e03_3;2122025;11433;FI;6;8;6;8;6;1;7;2
ESS10e03_3;2122025;11451;FI;8;9;6;8;5;2;3;5
ESS10e03_3;2122025;11469;FI;5;7;5;7;5;2;7;8
ESS10e03_3;2122025;11487;FI;9;8;7;9;3;1;8;8
ESS10e03_3;2122025;11491;FI;7;7;4;7;8;1;5;5
ESS10e03_3;2122025;11495;FI;5;7;3;7;4;4;4;7
ESS10e03_3;2122025;11503;FI;6;9;5;7;8;2;3;8
ESS10e03_3;2122025;11509;FI;1;5;1;8;5;2;4;5
ESS10e03_3;2122025;11521;FI;8;9;5;9;7;2;5;8
ESS10e03_3;2122025;11526;FI;8;8;6;7;6;3;7;6
ESS10e03_3;2122025;11542;FI;7;9;6;8;7;3;7;7
ESS10e03_3;2122025;11552;FI;10;10;3;7;5;5;1;6
ESS10e03_3;2122025;11573;FI;3;7;1;7;7;2;4;6
ESS10e03_3;2122025;11590;FI;9;10;5;9;6;4;4;3
ESS10e03_3;2122025;11621;FI;8;9;6;9;8;2;8;8
ESS10e03_3;2122025;11630;FI;9;10;8;9;8;4;5;6
ESS10e03_3;2122025;11635;FI;7;8;4;6;4;1;3;6
ESS10e03_3;2122025;11642;FI;6;8;2;8;8;1;5;7
ESS10e03_3;2122025;11647;FI;9;9;5;7;8;2;6;9
ESS10e03_3;2122025;11649;FI;8;9;7;8;9;2;7;8
ESS10e03_3;2122025;11668;FI;4;6;4;7;7;2;3;3
ESS10e03_3;2122025;11672;FI;1;6;8;9;6;1;3;3
ESS10e03_3;2122025;11715;FI;6;8;3;2;5;1;4;1
ESS10e03_3;2122025;11716;FI;5;6;3;6;3;2;3;5
ESS10e03_3;2122025;11720;FI;9;9;7;10;3;3;5;7
ESS10e03_3;2122025;11724;FI;10;10;9;9;5;3;7;9
ESS10e03_3;2122025;11729;FI;8;9;5;9;5;4;5;3
ESS10e03_3;2122025;11734;FI;6;7;6;7;5;2;5;8
ESS10e03_3;2122025;11738;FI;9;8;7;8;6;1;9;6
ESS10e03_3;2122025;11752;FI;8;8;7;9;6;2;9;7
ESS10e03_3;2122025;11754;FI;5;5;3;7;3;1;8;8
ESS10e03_3;2122025;11779;FI;6;9;6;8;6;2;6;5
ESS10e03_3;2122025;11780;FI;8;8;4;8;4;2;7;9
ESS10e03_3;2122025;11786;FI;9;9;7;10;7;4;8;8
ESS10e03_3;2122025;11810;FI;9;10;4;9;6;3;3;2
ESS10e03_3;2122025;11813;FI;8;10;7;10;8;2;8;8
ESS10e03_3;2122025;11818;FI;6;8;7;8;5;3;5;7
ESS10e03_3;2122025;11819;FI;8;10;5;8;8;4;0;9
ESS10e03_3;2122025;11850;FI;9;8;6;9;5;2;10;10
ESS10e03_3;2122025;11854;FI;9;9;6;8;5;2;7;8
ESS10e03_3;2122025;11860;FI;9;8;4;8;6;3;7;7
ESS10e03_3;2122025;11867;FI;8;9;6;8;9;4;3;3
ESS10e03_3;2122025;11868;FI;8;9;5;7;7;3;5;8
ESS10e03_3;2122025;11874;FI;7;9;6;8;5;2;6;3
ESS10e03_3;2122025;11884;FI;8;10;6;8;3;2;7;9
ESS10e03_3;2122025;11911;FI;4;6;2;3;8;2;2;7
ESS10e03_3;2122025;11922;FI;8;9;7;9;7;2;5;4
ESS10e03_3;2122025;11928;FI;1;2;0;6;0;1;7;0
ESS10e03_3;2122025;11938;FI;7;8;7;9;4;2;5;8
ESS10e03_3;2122025;11944;FI;8;9;5;7;5;2;5;8
ESS10e03_3;2122025;11956;FI;9;9;7;9;6;4;8;8
ESS10e03_3;2122025;11962;FI;8;7;6;8;7;2;7;8
ESS10e03_3;2122025;11970;FI;9;10;4;9;4;4;8;10
ESS10e03_3;2122025;11973;FI;8;9;6;5;5;3;5;7
ESS10e03_3;2122025;11974;FI;8;7;7;8;2;2;8;10
ESS10e03_3;2122025;11982;FI;5;7;5;6;6;2;5;5
ESS10e03_3;2122025;11989;FI;9;9;7;9;3;2;8;10
ESS10e03_3;2122025;12008;FI;6;7;6;7;5;3;2;6
ESS10e03_3;2122025;12030;FI;10;8;8;9;88;2;7;10
ESS10e03_3;2122025;12064;FI;7;9;3;8;7;3;5;10
ESS10e03_3;2122025;12068;FI;9;7;6;9;8;4;7;8
ESS10e03_3;2122025;12111;FI;7;9;7;88;6;3;7;88
ESS10e03_3;2122025;12117;FI;9;9;8;8;10;4;2;7
ESS10e03_3;2122025;12118;FI;8;9;5;7;5;3;5;9
ESS10e03_3;2122025;12119;FI;8;9;5;8;1;1;8;9
ESS10e03_3;2122025;12123;FI;7;7;5;6;4;2;8;8
ESS10e03_3;2122025;12125;FI;9;9;7;9;10;4;4;3
ESS10e03_3;2122025;12136;FI;7;9;6;7;5;2;7;8
ESS10e03_3;2122025;12142;FI;4;8;2;9;7;4;5;2
ESS10e03_3;2122025;12157;FI;9;9;7;9;5;2;6;5
ESS10e03_3;2122025;12165;FI;4;7;4;8;5;2;88;8
ESS10e03_3;2122025;12173;FI;8;9;8;6;5;2;7;7
ESS10e03_3;2122025;12178;FI;10;9;8;9;8;2;7;9
ESS10e03_3;2122025;12200;FI;9;8;7;8;3;2;8;9
ESS10e03_3;2122025;12201;FI;7;8;3;6;5;2;4;6
ESS10e03_3;2122025;12216;FI;9;10;8;9;9;2;7;3
ESS10e03_3;2122025;12246;FI;4;6;2;7;5;1;2;2
ESS10e03_3;2122025;12250;FI;8;8;6;7;3;2;8;9
ESS10e03_3;2122025;12254;FI;8;9;7;9;3;2;7;9
ESS10e03_3;2122025;12256;FI;7;8;4;8;4;2;7;8
ESS10e03_3;2122025;12262;FI;9;10;7;10;4;3;7;8
ESS10e03_3;2122025;12291;FI;9;9;7;9;5;2;4;7
ESS10e03_3;2122025;12335;FI;7;8;3;4;4;2;5;5
ESS10e03_3;2122025;12366;FI;10;9;5;8;7;1;5;10
ESS10e03_3;2122025;12375;FI;8;8;7;9;5;3;8;10
ESS10e03_3;2122025;12418;FI;9;8;7;9;3;1;8;10
ESS10e03_3;2122025;12424;FI;8;8;7;9;5;2;8;7
ESS10e03_3;2122025;12476;FI;2;6;1;0;8;2;2;6
ESS10e03_3;2122025;12479;FI;9;9;8;9;8;3;5;7
ESS10e03_3;2122025;12503;FI;10;10;7;10;7;1;5;10
ESS10e03_3;2122025;12571;FI;9;9;8;9;6;2;7;7
ESS10e03_3;2122025;12574;FI;8;9;8;10;10;4;4;9
ESS10e03_3;2122025;12585;FI;9;8;7;8;9;4;6;7
ESS10e03_3;2122025;12602;FI;7;8;5;8;5;1;4;7
ESS10e03_3;2122025;12626;FI;9;9;1;8;88;3;5;5
ESS10e03_3;2122025;12634;FI;9;9;7;9;10;2;8;8
ESS10e03_3;2122025;12676;FI;8;9;5;8;2;1;5;8
ESS10e03_3;2122025;12705;FI;10;7;6;7;8;3;8;10
ESS10e03_3;2122025;12717;FI;6;8;4;8;2;2;88;3
ESS10e03_3;2122025;12723;FI;8;10;5;9;5;2;5;6
ESS10e03_3;2122025;12734;FI;9;9;8;9;3;2;9;9
ESS10e03_3;2122025;12735;FI;9;9;5;7;5;1;5;8
ESS10e03_3;2122025;12768;FI;8;9;5;9;3;2;5;8
ESS10e03_3;2122025;12779;FI;9;9;6;8;4;3;7;9
ESS10e03_3;2122025;12781;FI;9;10;6;10;5;3;8;1
ESS10e03_3;2122025;12783;FI;8;8;5;8;77;2;5;7
ESS10e03_3;2122025;12788;FI;7;7;5;7;8;3;7;7
ESS10e03_3;2122025;12792;FI;8;10;6;4;9;5;5;9
ESS10e03_3;2122025;12803;FI;8;9;6;7;8;1;6;6
ESS10e03_3;2122025;12848;FI;9;10;8;9;3;2;6;8
ESS10e03_3;2122025;12865;FI;7;8;6;6;2;3;6;7
ESS10e03_3;2122025;12870;FI;8;8;6;8;6;1;8;8
ESS10e03_3;2122025;12880;FI;10;9;6;8;8;3;7;5
ESS10e03_3;2122025;12884;FI;9;9;7;6;4;1;8;6
ESS10e03_3;2122025;12900;FI;9;5;5;9;9;3;5;8
ESS10e03_3;2122025;12902;FI;9;7;8;8;8;1;8;10
ESS10e03_3;2122025;12910;FI;6;8;3;6;6;2;2;0
ESS10e03_3;2122025;12915;FI;8;9;5;6;0;2;4;3
ESS10e03_3;2122025;12920;FI;8;9;5;9;8;3;8;10
ESS10e03_3;2122025;12930;FI;8;8;7;8;5;2;6;6
ESS10e03_3;2122025;12931;FI;7;9;2;7;7;2;8;3
ESS10e03_3;2122025;12946;FI;6;7;3;9;10;4;9;8
ESS10e03_3;2122025;12951;FI;88;9;4;88;88;3;5;2
ESS10e03_3;2122025;12961;FI;8;8;5;7;5;3;5;5
ESS10e03_3;2122025;12969;FI;10;9;6;9;6;2;8;9
ESS10e03_3;2122025;12973;FI;8;8;7;9;6;2;5;8
ESS10e03_3;2122025;12974;FI;10;10;7;10;8;1;10;10
ESS10e03_3;2122025;12983;FI;8;9;0;9;7;4;9;10
ESS10e03_3;2122025;13003;FI;6;4;5;7;2;1;7;8
ESS10e03_3;2122025;13005;FI;9;9;5;9;8;4;7;7
ESS10e03_3;2122025;13012;FI;9;8;5;8;8;2;6;8
ESS10e03_3;2122025;13017;FI;10;10;6;9;9;2;5;4
ESS10e03_3;2122025;13019;FI;8;9;7;8;6;2;5;7
ESS10e03_3;2122025;13020;FI;10;10;88;5;88;3;88;88
ESS10e03_3;2122025;13031;FI;5;7;4;6;8;2;1;7
ESS10e03_3;2122025;13032;FI;9;10;6;8;5;1;5;6
ESS10e03_3;2122025;13039;FI;7;7;2;8;8;2;9;6
ESS10e03_3;2122025;13041;FI;9;9;4;9;8;4;4;5
ESS10e03_3;2122025;13103;FI;8;8;6;8;7;2;7;9
ESS10e03_3;2122025;13108;FI;8;10;6;8;8;2;6;7
ESS10e03_3;2122025;13117;FI;4;6;5;7;5;1;5;3
ESS10e03_3;2122025;13127;FI;8;10;5;6;88;3;6;6
ESS10e03_3;2122025;13141;FI;7;3;6;8;1;1;8;9
ESS10e03_3;2122025;13142;FI;10;10;6;5;10;4;88;5
ESS10e03_3;2122025;13165;FI;10;10;8;10;4;3;5;10
ESS10e03_3;2122025;13187;FI;7;7;6;6;5;2;5;5
ESS10e03_3;2122025;13192;FI;8;8;4;8;6;2;5;8
ESS10e03_3;2122025;13199;FI;9;9;7;6;6;2;6;9
ESS10e03_3;2122025;13232;FI;9;9;7;9;2;1;7;9
ESS10e03_3;2122025;13260;FI;8;9;7;8;8;2;4;7
ESS10e03_3;2122025;13282;FI;5;5;4;7;2;2;8;7
ESS10e03_3;2122025;13288;FI;8;8;3;7;7;3;7;10
ESS10e03_3;2122025;13298;FI;9;9;5;5;5;2;8;8
ESS10e03_3;2122025;13303;FI;9;9;7;7;10;3;5;6
ESS10e03_3;2122025;13334;FI;10;9;8;9;7;3;8;8
ESS10e03_3;2122025;13346;FI;4;8;0;9;1;4;0;2
ESS10e03_3;2122025;13350;FI;8;9;6;4;3;2;7;9
ESS10e03_3;2122025;13371;FI;8;9;7;8;3;2;9;10
ESS10e03_3;2122025;13373;FI;7;8;5;8;5;1;5;9
ESS10e03_3;2122025;13381;FI;9;8;5;7;4;2;5;8
ESS10e03_3;2122025;13384;FI;5;9;6;8;7;1;3;4
ESS10e03_3;2122025;13405;FI;9;9;8;9;3;2;8;8
ESS10e03_3;2122025;13408;FI;7;8;7;8;9;2;7;9
ESS10e03_3;2122025;13423;FI;10;10;6;9;9;4;5;7
ESS10e03_3;2122025;13427;FI;2;8;6;8;4;2;0;2
ESS10e03_3;2122025;13441;FI;4;9;3;9;5;2;5;1
ESS10e03_3;2122025;13443;FI;8;8;7;9;5;4;5;5
ESS10e03_3;2122025;13459;FI;7;8;6;9;3;2;8;10
ESS10e03_3;2122025;13464;FI;8;8;7;9;8;2;7;8
ESS10e03_3;2122025;13473;FI;8;9;7;9;5;1;4;8
ESS10e03_3;2122025;13485;FI;6;8;3;6;7;2;3;6
ESS10e03_3;2122025;13497;FI;9;8;6;9;7;2;9;8
ESS10e03_3;2122025;13500;FI;9;8;4;7;3;3;2;3
ESS10e03_3;2122025;13508;FI;6;6;5;5;3;2;3;7
ESS10e03_3;2122025;13510;FI;3;7;5;7;2;4;5;6
ESS10e03_3;2122025;13530;FI;9;9;7;9;5;2;4;9
ESS10e03_3;2122025;13531;FI;5;7;4;10;88;2;6;0
ESS10e03_3;2122025;13548;FI;0;10;5;7;2;2;5;1
ESS10e03_3;2122025;13575;FI;8;10;3;8;8;1;3;6
ESS10e03_3;2122025;13582;FI;10;10;8;10;8;5;8;9
ESS10e03_3;2122025;13590;FI;8;10;1;8;4;1;7;3
ESS10e03_3;2122025;13628;FI;8;6;4;8;1;2;9;9
ESS10e03_3;2122025;13629;FI;8;7;3;10;3;5;3;9
ESS10e03_3;2122025;13637;FI;10;8;7;9;8;2;5;9
ESS10e03_3;2122025;13660;FI;4;7;3;6;5;1;3;6
ESS10e03_3;2122025;13663;FI;5;8;3;8;6;4;8;6
ESS10e03_3;2122025;13665;FI;8;8;6;9;5;2;5;6
ESS10e03_3;2122025;13675;FI;10;9;6;7;7;4;4;7
ESS10e03_3;2122025;13688;FI;8;9;2;8;8;2;5;5
ESS10e03_3;2122025;13691;FI;9;9;5;8;6;2;5;6
ESS10e03_3;2122025;13694;FI;9;9;7;9;8;4;3;7
ESS10e03_3;2122025;13726;FI;10;9;7;8;7;3;5;8
ESS10e03_3;2122025;13749;FI;7;9;7;8;5;2;7;10
ESS10e03_3;2122025;13795;FI;9;9;8;10;7;2;7;7
ESS10e03_3;2122025;13802;FI;9;8;8;8;8;3;8;8
ESS10e03_3;2122025;13804;FI;6;9;7;7;6;2;5;8
ESS10e03_3;2122025;13862;FI;10;10;8;9;3;1;9;10
ESS10e03_3;2122025;13870;FI;10;10;8;9;8;3;9;9
ESS10e03_3;2122025;13876;FI;8;10;3;8;7;2;3;10
ESS10e03_3;2122025;13882;FI;9;9;7;88;77;4;7;88
ESS10e03_3;2122025;13883;FI;8;9;6;9;10;3;2;8
ESS10e03_3;2122025;13884;FI;3;4;1;5;1;2;5;10
ESS10e03_3;2122025;13885;FI;9;9;6;8;8;3;6;8
ESS10e03_3;2122025;13889;FI;9;9;6;9;2;2;7;9
ESS10e03_3;2122025;13892;FI;9;8;8;9;0;1;6;9
ESS10e03_3;2122025;13902;FI;10;10;7;9;5;2;10;8
ESS10e03_3;2122025;13939;FI;9;9;6;8;8;3;5;7
ESS10e03_3;2122025;13950;FI;7;8;4;10;6;1;4;10
ESS10e03_3;2122025;13956;FI;10;10;9;9;5;2;9;0
ESS10e03_3;2122025;13967;FI;9;7;5;8;7;1;5;7
ESS10e03_3;2122025;13970;FI;7;7;6;8;2;2;6;3
ESS10e03_3;2122025;13979;FI;6;7;5;7;5;3;7;8
ESS10e03_3;2122025;13994;FI;9;9;4;7;8;4;8;9
ESS10e03_3;2122025;14006;FI;8;8;7;9;4;2;8;9
ESS10e03_3;2122025;14014;FI;5;5;4;6;6;2;3;7
ESS10e03_3;2122025;14025;FI;9;10;8;9;5;3;5;5
ESS10e03_3;2122025;14033;FI;9;7;6;7;2;2;8;6
ESS10e03_3;2122025;14083;FI;7;8;3;7;10;2;5;3
ESS10e03_3;2122025;14084;FI;7;8;7;8;5;1;7;8
ESS10e03_3;2122025;14090;FI;2;8;2;3;8;1;6;9
ESS10e03_3;2122025;14096;FI;3;4;5;8;7;4;5;5
ESS10e03_3;2122025;14102;FI;8;8;6;9;5;3;6;3
ESS10e03_3;2122025;14115;FI;8;9;4;9;8;3;7;9
ESS10e03_3;2122025;14123;FI;8;10;5;8;5;3;5;2
ESS10e03_3;2122025;14132;FI;9;8;7;9;7;2;7;2
ESS10e03_3;2122025;14147;FI;6;7;5;7;77;1;8;7
ESS10e03_3;2122025;14154;FI;9;9;8;8;5;3;5;7
ESS10e03_3;2122025;14166;FI;4;10;8;10;3;1;6;3
ESS10e03_3;2122025;14169;FI;8;10;6;7;8;2;6;5
ESS10e03_3;2122025;14175;FI;10;4;7;9;3;2;9;8
ESS10e03_3;2122025;14195;FI;8;9;6;8;6;2;2;8
ESS10e03_3;2122025;14197;FI;9;9;4;8;4;1;5;6
ESS10e03_3;2122025;14230;FI;9;9;7;8;6;1;8;8
ESS10e03_3;2122025;14233;FI;8;8;7;8;5;2;6;7
ESS10e03_3;2122025;14239;FI;6;9;4;8;5;8;5;10
ESS10e03_3;2122025;14284;FI;9;9;8;9;3;3;5;10
ESS10e03_3;2122025;14293;FI;6;9;2;8;6;4;5;2
ESS10e03_3;2122025;14305;FI;4;6;4;6;5;3;3;8
ESS10e03_3;2122025;14310;FI;8;8;7;88;8;8;6;7
ESS10e03_3;2122025;14327;FI;9;8;8;9;2;2;7;7
ESS10e03_3;2122025;14347;FI;7;8;7;9;5;1;7;8
ESS10e03_3;2122025;14369;FI;8;9;7;7;8;3;8;8
ESS10e03_3;2122025;14377;FI;7;7;3;5;5;2;3;5
ESS10e03_3;2122025;14380;FI;8;9;7;9;5;2;8;10
ESS10e03_3;2122025;14384;FI;7;9;2;8;5;1;5;5
ESS10e03_3;2122025;14385;FI;9;9;6;10;5;1;8;10
ESS10e03_3;2122025;14390;FI;8;8;7;6;7;3;6;6
ESS10e03_3;2122025;14400;FI;7;9;6;8;7;3;6;3
ESS10e03_3;2122025;14414;FI;8;9;7;4;4;1;0;4
ESS10e03_3;2122025;14452;FI;6;8;7;8;5;3;5;10
ESS10e03_3;2122025;14470;FI;8;9;8;4;7;5;8;10
ESS10e03_3;2122025;14483;FI;5;7;3;5;6;2;6;6
ESS10e03_3;2122025;14500;FI;7;7;4;5;5;2;8;6
ESS10e03_3;2122025;14510;FI;9;9;8;9;3;1;8;8
ESS10e03_3;2122025;14522;FI;7;8;5;5;88;3;5;7
ESS10e03_3;2122025;14526;FI;9;8;5;7;7;4;5;5
ESS10e03_3;2122025;14531;FI;4;5;3;5;8;2;3;6
ESS10e03_3;2122025;14543;FI;8;8;6;9;7;2;5;6
ESS10e03_3;2122025;14544;FI;10;10;8;9;4;2;9;9
ESS10e03_3;2122025;14546;FI;5;5;4;3;8;3;6;2
ESS10e03_3;2122025;14549;FI;9;10;6;9;5;2;5;8
ESS10e03_3;2122025;14579;FI;8;8;7;8;2;2;7;7
ESS10e03_3;2122025;14597;FI;9;9;7;7;5;2;7;7
ESS10e03_3;2122025;14603;FI;9;10;8;9;4;2;5;6
ESS10e03_3;2122025;14618;FI;7;8;8;8;6;3;6;5
ESS10e03_3;2122025;14627;FI;8;9;7;8;6;2;7;8
