name,proddate,idno,cntry,trstlgl,trstplc,trstplt,trstsci,lrscale,gincdif,imwbcnt,ccrdprs
ESS10e03_3,2122025,12368,IT,2,3,0,3,,5.0,4,0
ESS10e03_3,2122025,12371,IT,5,5,0,8,3,10.0,3,2
ESS10e03_3,2122025,12380,IT,1,1,0,5,,2.5,5,0
ESS10e03_3,2122025,12382,IT,7,7,5,7,4,7.5,5,7
ESS10e03_3,2122025,12386,IT,5,6,3,6,,10.0,5,5
ESS10e03_3,2122025,12390,IT,8,8,4,8,,10.0,3,7
ESS10e03_3,2122025,12402,IT,4,8,2,7,5,5.0,4,3
ESS10e03_3,2122025,12404,IT,6,6,6,9,4,10.0,8,4
ESS10e03_3,2122025,12412,IT,5,5,3,8,,10.0,5,6
ESS10e03_3,2122025,12418,IT,1,6,1,7,,10.0,5,5
ESS10e03_3,2122025,12423,IT,7,8,5,8,0,7.5,6,8
ESS10e03_3,2122025,12424,IT,,8,6,7,,7.5,8,9
ESS10e03_3,2122025,12435,IT,8,9,7,9,6,5.0,4,6
ESS10e03_3,2122025,12438,IT,6,7,4,8,5,7.5,6,8
ESS10e03_3,2122025,12462,IT,3,6,0,6,5,10.0,5,6
ESS10e03_3,2122025,12464,IT,6,7,5,8,,7.5,5,8
ESS10e03_3,2122025,12470,IT,7,7,7,9,,2.5,5,6
ESS10e03_3,2122025,12473,IT,5,6,3,6,9,5.0,4,7
ESS10e03_3,2122025,12482,IT,2,6,1,7,,5.0,5,1
ESS10e03_3,2122025,12488,IT,8,9,0,8,5,7.5,5,10
ESS10e03_3,2122025,12499,IT,6,8,1,9,3,7.5,5,8
ESS10e03_3,2122025,12503,IT,0,9,0,10,10,2.5,5,2
ESS10e03_3,2122025,12505,IT,4,8,6,9,6,2.5,4,7
ESS10e03_3,2122025,12517,IT,0,0,0,4,,0.0,3,1
ESS10e03_3,2122025,12519,IT,2,2,2,2,,7.5,0,8
ESS10e03_3,2122025,12520,IT,6,7,4,7,7,10.0,4,5
ESS10e03_3,2122025,12524,IT,0,2,0,7,6,10.0,6,9
