name,proddate,idno,agegroup,cntry,gndr,trstlgl,trstplc,trstplt,trstsci,ccrdprs,gincdif,lrscale,imwbcnt,rlgdgr
ESS10e03_3,02.12.2025,12910,3,FI,1,6,8,3,6,0,7.5,6,2,0
ESS10e03_3,02.12.2025,12915,5,FI,1,8,9,5,6,3,7.5,0,4,3
ESS10e03_3,02.12.2025,12920,3,FI,2,8,9,5,9,10,5.0,8,8,6
ESS10e03_3,02.12.2025,12930,4,FI,1,8,8,7,8,6,7.5,5,6,7
ESS10e03_3,02.12.2025,12931,5,FI,1,7,9,2,7,3,7.5,7,8,9
ESS10e03_3,02.12.2025,12946,5,FI,1,6,7,3,9,8,2.5,10,9,7
ESS10e03_3,02.12.2025,12951,7,FI,2,,9,4,,2,5.0,,5,8
ESS10e03_3,02.12.2025,12961,2,FI,1,8,8,5,7,5,5.0,5,5,5
ESS10e03_3,02.12.2025,12969,2,FI,1,10,9,6,9,9,7.5,6,8,4
ESS10e03_3,02.12.2025,12973,2,FI,2,8,8,7,9,8,7.5,6,5,1
ESS10e03_3,02.12.2025,12974,7,FI,2,10,10,7,10,10,10.0,8,10,8
ESS10e03_3,02.12.2025,12983,4,FI,2,8,9,0,9,10,2.5,7,9,10
ESS10e03_3,02.12.2025,13003,1,FI,2,6,4,5,7,8,10.0,2,7,0
ESS10e03_3,02.12.2025,13005,7,FI,1,9,9,5,9,7,2.5,8,7,6
ESS10e03_3,02.12.2025,13012,5,FI,1,9,8,5,8,8,7.5,8,6,7
ESS10e03_3,02.12.2025,13017,5,FI,1,10,10,6,9,4,7.5,9,5,9
ESS10e03_3,02.12.2025,13019,3,FI,1,8,9,7,8,7,7.5,6,5,5
ESS10e03_3,02.12.2025,13020,1,FI,2,10,10,,5,,5.0,,,3
ESS10e03_3,02.12.2025,13031,7,FI,2,5,7,4,6,7,7.5,8,1,10
ESS10e03_3,02.12.2025,13032,3,FI,1,9,10,6,8,6,10.0,5,5,5
ESS10e03_3,02.12.2025,13039,6,FI,1,7,7,2,8,6,7.5,8,9,5
ESS10e03_3,02.12.2025,13041,3,FI,1,9,9,4,9,5,2.5,8,4,0
ESS10e03_3,02.12.2025,13103,2,FI,2,8,8,6,8,9,7.5,7,7,8
ESS10e03_3,02.12.2025,13108,4,FI,1,8,10,6,8,7,7.5,8,6,6
ESS10e03_3,02.12.2025,13117,2,FI,2,4,6,5,7,3,10.0,5,5,2
ESS10e03_3,02.12.2025,13127,1,FI,1,8,10,5,6,6,5.0,,6,7
ESS10e03_3,02.12.2025,13141,2,FI,2,7,3,6,8,9,10.0,1,8,2
ESS10e03_3,02.12.2025,13142,7,FI,1,10,10,6,5,5,2.5,10,,8
ESS10e03_3,02.12.2025,13165,1,FI,2,10,10,8,10,10,5.0,4,5,6
ESS10e03_3,02.12.2025,13187,1,FI,1,7,7,6,6,5,7.5,5,5,3
ESS10e03_3,02.12.2025,13192,3,FI,1,8,8,4,8,8,7.5,6,5,8
ESS10e03_3,02.12.2025,13199,2,FI,2,9,9,7,6,9,7.5,6,6,6
ESS10e03_3,02.12.2025,13232,5,FI,1,9,9,7,9,9,10.0,2,7,0
ESS10e03_3,02.12.2025,13260,5,FI,2,8,9,7,8,7,7.5,8,4,5
ESS10e03_3,02.12.2025,13282,2,FI,2,5,5,4,7,7,7.5,2,8,2
ESS10e03_3,02.12.2025,13288,4,FI,1,8,8,3,7,10,5.0,7,7,0
ESS10e03_3,02.12.2025,13298,4,FI,1,9,9,5,5,8,7.5,5,8,5
ESS10e03_3,02.12.2025,13303,7,FI,1,9,9,7,7,6,5.0,10,5,7
ESS10e03_3,02.12.2025,13334,7,FI,1,10,9,8,9,8,5.0,7,8,0
ESS10e03_3,02.12.2025,13346,7,FI,1,4,8,0,9,2,2.5,1,0,0
ESS10e03_3,02.12.2025,13350,7,FI,2,8,9,6,4,9,7.5,3,7,7
ESS10e03_3,02.12.2025,13371,6,FI,2,8,9,7,8,10,7.5,3,9,3
ESS10e03_3,02.12.2025,13373,6,FI,2,7,8,5,8,9,10.0,5,5,10
ESS10e03_3,02.12.2025,13381,5,FI,1,9,8,5,7,8,7.5,4,5,0
ESS10e03_3,02.12.2025,13384,4,FI,2,5,9,6,8,4,10.0,7,3,6
ESS10e03_3,02.12.2025,13405,2,FI,2,9,9,8,9,8,7.5,3,8,3
ESS10e03_3,02.12.2025,13408,5,FI,2,7,8,7,8,9,7.5,9,7,5
ESS10e03_3,02.12.2025,13423,3,FI,1,10,10,6,9,7,2.5,9,5,2
ESS10e03_3,02.12.2025,13427,5,FI,1,2,8,6,8,2,7.5,4,0,5
ESS10e03_3,02.12.2025,13441,6,FI,1,4,9,3,9,1,7.5,5,5,2
ESS10e03_3,02.12.2025,13443,5,FI,1,8,8,7,9,5,2.5,5,5,7
ESS10e03_3,02.12.2025,13459,3,FI,2,7,8,6,9,10,7.5,3,8,5
